1)tuId,2)tuName,5)tuGenes
RDBECOLITUC01151,prlC-yhiQ,prlC;rsmJ;
RDBECOLITUC01152,rlmJ,rlmJ;
RDBECOLITUC01153,yhiS,yhiS;
RDBECOLITUC01154,yhiD,yhiD;
RDBECOLITUC01155,mdtEF,mdtF;mdtE;
RDBECOLITUC01156,yhjA,ccp;
RDBECOLITUC01157,yhjC,rcdB;
RDBECOLITUC01158,yhjD,yhjD;
RDBECOLITUC01159,yhjE,yhjE;
RDBECOLITUC01160,yhjG,yhjG;
RDBECOLITUC01161,pdeK,pdeK;
RDBECOLITUC01162,bcsEFG,bcsG;bcsF;bcsE;
RDBECOLITUC01163,rdlD,rdlD;
RDBECOLITUC01164,yhjV,yhjV;
RDBECOLITUC01165,eptB,eptB;
RDBECOLITUC01166,yhjY,yhjY;
RDBECOLITUC01167,tag-yiaC,yiaC;tag;
RDBECOLITUC01168,yiaD,yiaD;
RDBECOLITUC01169,ghrB,ghrB;
RDBECOLITUC01170,ysaB,ysaB;
RDBECOLITUC01171,yiaA,yiaA;
RDBECOLITUC01172,yiaB,yiaB;
RDBECOLITUC01173,avtA,avtA;
RDBECOLITUC01174,ysaA,ysaA;
RDBECOLITUC01175,yiaWV,yiaW;yiaV;
RDBECOLITUC01176,yiaY,yiaY;
RDBECOLITUC01177,yibF,yibF;
RDBECOLITUC01178,rhsA-yibA,yibA;rhsA;
RDBECOLITUC01179,yibJ,yibJ;
RDBECOLITUC01180,yibG,yibG;
RDBECOLITUC01181,yibIH,yibI;yibH;
RDBECOLITUC01182,yibL,yibL;
RDBECOLITUC01183,trmL,trmL;
RDBECOLITUC01184,secB-gpsA,secB;gpsA;
RDBECOLITUC01185,grxC,grxC;
RDBECOLITUC01186,yibN,yibN;
RDBECOLITUC01187,gpmM-envC-yibQ,yibQ;envC;gpmM;
RDBECOLITUC01188,yibD,waaH;
RDBECOLITUC01189,htrL,htrL;
RDBECOLITUC01190,yicC,yicC;
RDBECOLITUC01191,dinD,dinD;
RDBECOLITUC01192,yicG,yicG;
RDBECOLITUC01193,gmk,gmk;
RDBECOLITUC01194,xanP,xanP;
RDBECOLITUC01195,yicH,yicH;
RDBECOLITUC01196,selC,selC;
RDBECOLITUC01197,setC,setC;
RDBECOLITUC01198,yicL,yicL;
RDBECOLITUC01199,nepI,nepI;
RDBECOLITUC01200,yicN,yicN;
RDBECOLITUC01201,adeQ,adeQ;
RDBECOLITUC01202,emrD,emrD;
RDBECOLITUC01203,yidHGF,yidH;yidG;yidF;
RDBECOLITUC01204,yidKJ,yidK;yidJ;
RDBECOLITUC01205,glvCBG-ysdC,glvC;glvB;glvG;
RDBECOLITUC01206,yidE,yidE;
RDBECOLITUC01207,dgoRKADT,dgoR;dgoK;dgoA;dgoD;dgoT;
RDBECOLITUC01208,yidA,yidA;
RDBECOLITUC01209,yidB,yidB;
RDBECOLITUC01210,mnmE,mnmE;
RDBECOLITUC01211,mdtL,mdtL;
RDBECOLITUC01212,yidZ,yidZ;
RDBECOLITUC01213,yieH,yieH;
RDBECOLITUC01214,cbrB,cbrB;
RDBECOLITUC01215,cbrC,cbrC;
RDBECOLITUC01216,bglH-yieLK,bglH;yieL;yieK;
RDBECOLITUC01217,mnmG-rsmG,mnmG;rsmG;
RDBECOLITUC01218,yihG,yihG;
RDBECOLITUC01219,mioC,mioC;
RDBECOLITUC01220,ravA-viaA,ravA;viaA;
RDBECOLITUC01221,kup,kup;
RDBECOLITUC01222,yieP-hsrA,yieP;hsrA;
RDBECOLITUC01223,ppiC,ppiC;
RDBECOLITUC01224,yifN,yifN;
RDBECOLITUC01225,gpp,gpp;
RDBECOLITUC01226,rhlB,rhlB;
RDBECOLITUC01227,wecA-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM,rffM;wzyE;wecF;wzxE;wecE;rffC;rffH;rffG;wecC;wecB;wzzE;wecA;
RDBECOLITUC01228,yifK,thrP;
RDBECOLITUC01229,yzcX,yzcX;
RDBECOLITUC01230,yifL-dapF-yigA-xerC-yigB,yigB;xerC;yigA;dapF;lptM;
RDBECOLITUC01231,yigGF,yigG;yigF;
RDBECOLITUC01232,rarD,rarD;
RDBECOLITUC01233,yigI,yigI;
RDBECOLITUC01234,pldA,pldA;
RDBECOLITUC01235,recQ,recQ;
RDBECOLITUC01236,rhtC,rhtC;
RDBECOLITUC01237,pldB-yigL,yigL;pldB;
RDBECOLITUC01238,bioP,bioP;
RDBECOLITUC01239,rmuC,rmuC;
RDBECOLITUC01240,tatABC,tatD;tatC;tatB;tatA;
RDBECOLITUC01241,tatD,tatD;
RDBECOLITUC01242,ubiD,ubiD;
RDBECOLITUC01243,fre,fre;
RDBECOLITUC01244,pepQ-yigZ-trkH-hemG,hemG;trkH;yigZ;pepQ;
RDBECOLITUC01245,yihD,yihD;
RDBECOLITUC01246,yihF,yihF;
RDBECOLITUC01247,yihI,yihI;
RDBECOLITUC01248,bipA,bipA;
RDBECOLITUC01249,yihLM,yihM;yihL;
RDBECOLITUC01250,yihN,yihN;
RDBECOLITUC01251,ompL,ompL;
RDBECOLITUC01252,yihPO,yihP;yihO;
RDBECOLITUC01253,yihQ,yihQ;
RDBECOLITUC01254,yihR,yihR;
RDBECOLITUC01255,yihUTS,yihU;yihT;yihS;
RDBECOLITUC01256,yihV-csqR,csqR;yihV;
RDBECOLITUC01257,yihXY-dtd-fabY,fabY;dtd;yihY;yihX;
RDBECOLITUC01258,yiiE,yiiE;
RDBECOLITUC01259,yiiF,yiiF;
RDBECOLITUC01260,fdhD,fdhD;
RDBECOLITUC01261,yiiG,yiiG;
RDBECOLITUC01262,frvABXR,frvA;frvB;frvX;frvR;
RDBECOLITUC01263,kdgT,kdgT;
RDBECOLITUC01264,yiiM,yiiM;
RDBECOLITUC01265,fieF,fieF;
RDBECOLITUC01266,sbp,sbp;
RDBECOLITUC01267,yiiQ,yiiQ;
RDBECOLITUC01268,yiiR,yiiR;
RDBECOLITUC01269,priA,priA;
RDBECOLITUC01270,yiiX,yiiX;
RDBECOLITUC01271,yijE,yijE;
RDBECOLITUC01272,yijF,yijF;
RDBECOLITUC01273,ptsA-fsaB-gldA,ptsA;fsaB;gldA;
RDBECOLITUC01274,frwCB,frwB;frwC;
RDBECOLITUC01275,yijO,yijO;
RDBECOLITUC01276,eptC,eptC;
RDBECOLITUC01277,fabR-yijD,yijD;fabR;
RDBECOLITUC01278,murB-birA,birA;murB;
RDBECOLITUC01279,sroH,sroH;
RDBECOLITUC01280,nudC-hemE-nfi,nfi;hemE;nudC;
RDBECOLITUC01281,yjaG,yjaG;
RDBECOLITUC01282,yjaA,yjaA;
RDBECOLITUC01283,arpA,arpA;
RDBECOLITUC01284,yjbB,yjbB;
RDBECOLITUC01285,yjbD,yjbD;
RDBECOLITUC01286,yjbE,yjbE;
RDBECOLITUC01287,yjbFGH,yjbH;yjbG;yjbF;
RDBECOLITUC01288,xylE,xylE;
RDBECOLITUC01289,yjbI,yjbI;
RDBECOLITUC01290,dgkA,dgkA;
RDBECOLITUC01291,yjbJ,yjbJ;
RDBECOLITUC01292,yjbLM,yjbM;yjbL;
RDBECOLITUC01293,dusA,dusA;
RDBECOLITUC01294,dnaB,dnaB;
RDBECOLITUC01295,alr,alr;
RDBECOLITUC01296,aphA,aphA;
RDBECOLITUC01297,yjbQR,yjbR;yjbQ;
RDBECOLITUC01298,ghxP,ghxP;
RDBECOLITUC01299,yjcE,yjcE;
RDBECOLITUC01300,yjcF,yjcF;
RDBECOLITUC01301,gltP,gltP;
RDBECOLITUC01302,yjcO,yjcO;
RDBECOLITUC01303,mdtNOP,mdtN;mdtO;mdtP;
RDBECOLITUC01304,yjcS,yjcS;
RDBECOLITUC01305,yjdP,yjdP;
RDBECOLITUC01306,yjdN,yjdN;
RDBECOLITUC01307,yjdM,yjdM;
RDBECOLITUC01308,rdcAB,rdcB;rdcA;
RDBECOLITUC01309,adiC,adiC;
RDBECOLITUC01310,yjdF,yjdF;
RDBECOLITUC01311,yjdIJ,yjdJ;yjdI;
RDBECOLITUC01312,dtpC,dtpC;
RDBECOLITUC01313,dsbD-yjdC,dsbD;dicD;
RDBECOLITUC01314,yjeI,yjeI;
RDBECOLITUC01315,yjeJ,yjeJ;
RDBECOLITUC01316,epmB,epmB;
RDBECOLITUC01317,ecnAB,ecnB;ecnA;
RDBECOLITUC01318,epmA,epmA;
RDBECOLITUC01319,yjeM,yjeM;
RDBECOLITUC01320,yjeNO,yjeO;yjeN;
RDBECOLITUC01321,rsgA,rsgA;
RDBECOLITUC01322,orn,orn;
RDBECOLITUC01323,yjeT,yjeT;
RDBECOLITUC01324,yjfIJ,yjfJ;yjfI;
RDBECOLITUC01325,yjfKLMC,yjfC;yjfM;yjfL;yjfK;
RDBECOLITUC01326,yjfN,yjfN;
RDBECOLITUC01327,bsmA,bsmA;
RDBECOLITUC01328,ulaR,ulaR;
RDBECOLITUC01329,fklB,fklB;
RDBECOLITUC01330,cycA,cycA;
RDBECOLITUC01331,ytfF,ytfF;
RDBECOLITUC01332,qorB,qorB;
RDBECOLITUC01333,cysQ,cysQ;
RDBECOLITUC01334,ytfI,ytfI;
RDBECOLITUC01335,ytfL,paeA;
RDBECOLITUC01336,tamAB-ytfP,ytfP;tamB;tamA;
RDBECOLITUC01337,ytfQRT-yjfF,yjfF;ytfT;ytfR;ytfQ;
RDBECOLITUC01338,tldE,tldE;
RDBECOLITUC01339,cybC,cybC;
RDBECOLITUC01340,ridA,ridA;
RDBECOLITUC01341,yjgH,yjgH;
RDBECOLITUC01342,bdcA,bdcA;
RDBECOLITUC01343,bdcR,bdcR;
RDBECOLITUC01344,tabA,tabA;
RDBECOLITUC01345,yjgL,yjgL;
RDBECOLITUC01346,pepA,pepA;
RDBECOLITUC01347,lptFG,lptG;lptF;
RDBECOLITUC01348,yjgR,yjgR;
RDBECOLITUC01349,intB,intB;
RDBECOLITUC01350,insC6CD6D6,insD6;insC6;insCD6;
RDBECOLITUC01351,yjgX,yjgX;
RDBECOLITUC01352,nanXY,nanY;nanX;
RDBECOLITUC01353,yjhE,yjhE;
RDBECOLITUC01354,insN-2,insO;
RDBECOLITUC01355,insMI3,insM;insI3;
RDBECOLITUC01356,yjhV,yjhV;
RDBECOLITUC01357,insB7,insB7;
RDBECOLITUC01358,yjhU,yjhU;
RDBECOLITUC01359,yjhF,yjhF;
RDBECOLITUC01360,yjhIHG,yjhI;yjhH;yjhG;
RDBECOLITUC01361,sgcXBCQAER,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR;
RDBECOLITUC01362,yjhP,yjhP;
RDBECOLITUC01363,topAI-yjhQ,topAI;yjhQ;
RDBECOLITUC01364,nanS,nanS;
RDBECOLITUC01365,hypT,hypT;
RDBECOLITUC01366,yjiHG-iadA,yjiH;yjiG;iadA;
RDBECOLITUC01367,yjiJ,yjiJ;
RDBECOLITUC01368,yjiK,yjiK;
RDBECOLITUC01369,yjiML,yjiM;yjiL;
RDBECOLITUC01370,mdtM-yjiN,mdtM;yjiN;
RDBECOLITUC01371,rpnD,rpnD;
RDBECOLITUC01372,yjiS,yjiS;
RDBECOLITUC01373,yjiT,yjiT;
RDBECOLITUC01374,yjiV,yjiV;
RDBECOLITUC01375,yjiXA,yjiX;yjiA;
RDBECOLITUC01376,lgoT,lgoT;
RDBECOLITUC01377,lgoR,lgoR;
RDBECOLITUC01378,opgB,opgB;
RDBECOLITUC01379,yjjP,yjjP;
RDBECOLITUC01380,rsmC,rsmC;
RDBECOLITUC01381,holD-rimI-yjjG,yjjG;rimI;holD;
RDBECOLITUC01382,prfC,prfC;
RDBECOLITUC01383,ytjA,ytjA;
RDBECOLITUC01384,yjjUV,yjjV;yjjU;
RDBECOLITUC01385,ydeA,ydeA;
RDBECOLITUC01386,yjjW,yjjW;
RDBECOLITUC01387,yjjI,yjjI;
RDBECOLITUC01388,yjjJ,hipH;
RDBECOLITUC01389,serB,serB;
RDBECOLITUC01390,radA-nadR,nadR;radA;
RDBECOLITUC01391,slt,slt;
RDBECOLITUC01392,qorA,qorA;
RDBECOLITUC01393,coaA,coaA;
RDBECOLITUC01394,cyaY,cyaY;
RDBECOLITUC01395,ftsAZ,ftsZ;ftsA;
RDBECOLITUC01396,bax,bax;
RDBECOLITUC01397,yghA,yghA;
RDBECOLITUC01398,yghO,yghO;
RDBECOLITUC01399,yggG,loiP;
RDBECOLITUC01400,ypfM,ypfM;
RDBECOLITUC01401,yeiW,yeiW;
RDBECOLITUC01402,setB,setB;
RDBECOLITUC01403,ftsZ,ftsZ;
RDBECOLITUC01404,yncL,yncL;
RDBECOLITUC01405,yncJ,yncJ;
RDBECOLITUC01406,insQ,insQ;
RDBECOLITUC01407,yciY,yciY;
RDBECOLITUC01408,ymdF,ymdF;
RDBECOLITUC01409,ybdR,ybdR;
RDBECOLITUC01410,lfhA,lfhA;
RDBECOLITUC01411,ftsZ,ftsZ;
RDBECOLITUC01412,bolA,bolA;
RDBECOLITUC01413,tig,tig;
RDBECOLITUC01414,lsp-fkpB-ispH,ispH;fkpB;lspA;
RDBECOLITUC01415,aroH,aroH;
RDBECOLITUC01416,rpmI-rplT,rplT;rpmI;
RDBECOLITUC01417,thrS-infC-rpmI-rplT-pheMST-ihfA,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS;
RDBECOLITUC01418,norR,norR;
RDBECOLITUC01419,ftsZ,ftsZ;
RDBECOLITUC01420,asnC-mioC,mioC;asnC;
RDBECOLITUC01421,asnC-mioC-mnmG,mnmG;mioC;asnC;
RDBECOLITUC01422,rraA,rraA;
RDBECOLITUC01423,relA-mazEF,mazF;mazE;relA;
RDBECOLITUC01424,rne,rne;
RDBECOLITUC01425,rne,rne;
RDBECOLITUC01426,smg,smg;
RDBECOLITUC01427,ygbK,ygbK;
RDBECOLITUC01428,modABC,modC;modB;modA;
RDBECOLITUC01429,fliDST,fliT;fliS;fliD;
RDBECOLITUC01430,ftnB,ftnB;
RDBECOLITUC01431,yqjA-mzrA,mzrA;yqjA;
RDBECOLITUC01432,yjbEFGH,yjbH;yjbG;yjbF;yjbE;
RDBECOLITUC01433,mtr,mtr;
RDBECOLITUC01434,yrbG-kdsD,kdsD;yrbG;
RDBECOLITUC01435,kdsC-lptCAB,lptB;lptA;lptC;kdsC;
RDBECOLITUC01436,lptAB,lptB;lptA;
RDBECOLITUC01437,alsK,alsK;
RDBECOLITUC01438,CsiR,glaR;
RDBECOLITUC01439,ybbB,selU;
RDBECOLITUC01440,rhaM,rhaM;
RDBECOLITUC01441,macAB,macB;macA;
RDBECOLITUC01442,nhaR,nhaR;
RDBECOLITUC01443,yadMLKC,yadC;yadK;yadL;yadM;
RDBECOLITUC01444,yadN,yadN;
RDBECOLITUC01445,glgBXCAP,glgP;glgA;glgC;glgX;glgB;
RDBECOLITUC01446,yeiL,yeiL;
RDBECOLITUC01447,yeiI,yeiI;
RDBECOLITUC01448,yfaE,yfaE;
RDBECOLITUC01449,rlmM,rlmM;
RDBECOLITUC01450,ygdD,ygdD;
RDBECOLITUC01451,yhfK,yhfK;
RDBECOLITUC01452,frwD,frwD;
RDBECOLITUC01453,ftsB,ftsB;
RDBECOLITUC01454,ispDF,ispF;ispD;
RDBECOLITUC01455,truD,truD;
RDBECOLITUC01456,glf-rfc,wbbH;glf;
RDBECOLITUC01457,yhjR,yhjR;
RDBECOLITUC01458,wbbIJK,wbbK;wbbJ;wbbI;
RDBECOLITUC01459,hsdRMS,hsdS;hsdM;hsdR;
RDBECOLITUC01460,yfhG,qseG;
RDBECOLITUC01461,yfhA,glrR;
RDBECOLITUC01462,holC,holC;
RDBECOLITUC01463,yjhA,nanC;
RDBECOLITUC01464,yjaH,yjaH;
RDBECOLITUC01465,ymbA,pqiC;
RDBECOLITUC01466,yqgB,yqgB;
RDBECOLITUC01467,rnlAB,rnlB;rnlA;
RDBECOLITUC01468,secG,secG;
RDBECOLITUC01469,tpke11,tpke11;
RDBECOLITUC01470,rseX,rseX;
RDBECOLITUC01471,sraB,sraB;
RDBECOLITUC01472,isrC,isrC;
RDBECOLITUC01473,ispG-sroE,ispG;sroE;
RDBECOLITUC01474,uppS-cdsA,ispZ;cdsA;ispU;
RDBECOLITUC01475,cdsA,cdsA;
RDBECOLITUC01476,yraM,lpoA;
RDBECOLITUC01477,yraN,yraN;
RDBECOLITUC01478,diaA,diaA;
RDBECOLITUC01479,ligT,thpR;
RDBECOLITUC01480,eptA,eptA;
RDBECOLITUC01481,galF,galF;
RDBECOLITUC01482,yfgA,rodZ;
RDBECOLITUC01483,yceH,yceH;
RDBECOLITUC01484,mviM,yceM;
RDBECOLITUC01485,ydhM,nemR;
RDBECOLITUC01486,nemA,nemA;
RDBECOLITUC01487,ogrK,ogrK;
RDBECOLITUC01488,rnd,rnd;
RDBECOLITUC01489,rsmB,rsmB;
RDBECOLITUC01490,dfp,dfp;
RDBECOLITUC01491,clpS,clpS;
RDBECOLITUC01492,rcsDB,rcsB;rcsD;
RDBECOLITUC01493,insH-7,insH7;
RDBECOLITUC01494,insH-2,insH2;
RDBECOLITUC01495,mnmA,mnmA;
RDBECOLITUC01496,ybcH,ybcH;
RDBECOLITUC01497,ybgTE,ybgE;cydX;
RDBECOLITUC01498,ybiB,ybiB;
RDBECOLITUC01499,yebA,mepM;
RDBECOLITUC01500,aspT,aspT;
RDBECOLITUC01501,trpt,trpT;
RDBECOLITUC01502,aspU,aspU;
RDBECOLITUC01503,gspCDEFGHIJKLMO,gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;
RDBECOLITUC01504,gspCDEFGHIJKLMO,gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;
RDBECOLITUC01505,gspAB,gspB;gspA;
RDBECOLITUC01506,gspAB,gspB;gspA;
RDBECOLITUC01507,gspAB,gspB;gspA;
RDBECOLITUC01508,cynTS,cynS;cynT;
RDBECOLITUC01509,relBE-hokD,hokD;relE;relB;
RDBECOLITUC01510,insJ,insJ;
RDBECOLITUC01511,mreBCD,mreD;mreC;mreB;
RDBECOLITUC01512,mreBCD,mreD;mreC;mreB;
RDBECOLITUC01513,mreB,mreB;
RDBECOLITUC01514,mreB,mreB;
RDBECOLITUC01515,mreB,mreB;
RDBECOLITUC01516,rydC,rydC;
RDBECOLITUC01517,dgt,dgt;
RDBECOLITUC01518,ileS-lspA-fkpB-ispH,ispH;fkpB;lspA;ileS;
RDBECOLITUC01519,ileS-lspA-fkpB-ispH,ispH;fkpB;lspA;ileS;
RDBECOLITUC01520,crp,crp;
RDBECOLITUC01521,crp,crp;
RDBECOLITUC01522,dapB,dapB;
RDBECOLITUC01523,cyaA,cyaA;
RDBECOLITUC01524,cyaA,cyaA;
RDBECOLITUC01525,dapE-ypfN,ypfN;dapE;
RDBECOLITUC01526,hypF,hypF;
RDBECOLITUC01527,hypF,hypF;
RDBECOLITUC01528,hypF,hypF;
RDBECOLITUC01529,pdeL,pdeL;
RDBECOLITUC01530,eno,eno;
RDBECOLITUC01531,eno,eno;
RDBECOLITUC01532,eno,eno;
RDBECOLITUC01533,hisJQMP,hisP;hisM;hisQ;hisJ;
RDBECOLITUC01534,hchA,hchA;
RDBECOLITUC01535,emrE,emrE;
RDBECOLITUC01536,fliLMNOPQR,fliR;fliQ;fliP;fliO;fliN;fliM;fliL;
RDBECOLITUC01537,symR,symR;
RDBECOLITUC01538,ohsC,ohsC;
RDBECOLITUC01539,shoB,shoB;
RDBECOLITUC01540,ryfD,ryfD;
RDBECOLITUC01541,ryjB,ryjB;
RDBECOLITUC01542,sroA,sroA;
RDBECOLITUC01543,csgDEFG,csgG;csgF;csgE;csgD;
RDBECOLITUC01544,dcuR,dcuR;
RDBECOLITUC01545,gadXW,gadW;gadX;
RDBECOLITUC01546,rsmH-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsO;lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;rsmH;
RDBECOLITUC01547,ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsO;lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;
RDBECOLITUC01548,ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsO;lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;
RDBECOLITUC01549,ftsK,ftsK;
RDBECOLITUC01550,ftsK,ftsK;
RDBECOLITUC01551,hcp-hcr,hcr;hcp;
RDBECOLITUC01552,wzbc,wza;wzc;wzb;
RDBECOLITUC01553,yiaKLMNO-lyx-sgbHUE,sgbE;sgbU;sgbH;lyxK;yiaO;yiaN;yiaM;yiaL;yiaK;
RDBECOLITUC01554,clpX-lon,lon;clpX;
RDBECOLITUC01555,chaC,chaC;
RDBECOLITUC01556,potFGHI,potI;potH;potG;potF;
RDBECOLITUC01557,rpoD,rpoD;
RDBECOLITUC01558,nagC,nagC;
RDBECOLITUC01559,nagC,nagC;
RDBECOLITUC01560,ileS-lspA-fkpB-ispH,ispH;fkpB;lspA;ileS;
RDBECOLITUC01561,ribE-nusB-thiL-pgpA,pgpA;thiL;nusB;ribE;
RDBECOLITUC01562,glnS,glnS;
RDBECOLITUC01563,phoPQ,phoQ;phoP;
RDBECOLITUC01564,ygbF,cas2;
RDBECOLITUC01565,ybeD-lipB,lipB;ybeD;
RDBECOLITUC01566,ybeZYX-lnt,lnt;ybeX;ybeY;ybeZ;
RDBECOLITUC01567,yciSM-pyrF-yciH,yciH;pyrF;lapB;lapA;
RDBECOLITUC01568,ycjXF-tyrR,tyrR;ycjF;ycjX;
RDBECOLITUC01569,holC-valS,valS;holC;
RDBECOLITUC01570,creABC,creC;creB;creA;
RDBECOLITUC01571,nfuA,nfuA;
RDBECOLITUC01572,hslR-hslO,hslO;hslR;
RDBECOLITUC01573,rnlA,rnlA;
RDBECOLITUC01574,rrsA-ileT-alaT-rrlA-rrfA,rrfA;rrlA;alaT;ileT;rrsA;
RDBECOLITUC01575,rrsE-gltV-rrlE-rrfE,rrfE;rrlE;gltV;rrsE;
RDBECOLITUC01576,rapA,rapA;
RDBECOLITUC01577,xerD-dsbC-recJ,recJ;dsbC;xerD;
RDBECOLITUC01578,clpPX,clpX;clpP;
RDBECOLITUC01579,rdgB-yggW,hemW;rdgB;
RDBECOLITUC01580,dcd,dcd;
RDBECOLITUC01581,yggDC,yggC;fumE;
RDBECOLITUC01582,dksA-yadB,gluQ;dksA;
RDBECOLITUC01583,yacG,yacG;
RDBECOLITUC01584,pdxY,pdxY;
RDBECOLITUC01585,pspE,pspE;
RDBECOLITUC01586,yajO,yajO;
RDBECOLITUC01587,nrdG,nrdG;
RDBECOLITUC01588,fucR,fucR;
RDBECOLITUC01589,aceK,aceK;
RDBECOLITUC01590,glxK,glxK;
RDBECOLITUC01591,gcvP,gcvP;
RDBECOLITUC01592,rrfG,rrfG;
RDBECOLITUC01593,cysH,cysH;
RDBECOLITUC01594,argQ,argQ;
RDBECOLITUC01595,cadA,cadA;
RDBECOLITUC01596,csgC,csgC;
RDBECOLITUC01597,tcyJ,tcyJ;
RDBECOLITUC01598,ybjN,ybjN;
RDBECOLITUC01599,dhaM,dhaM;
RDBECOLITUC01600,tufA,tufA;
RDBECOLITUC01601,ubiX,ubiX;
RDBECOLITUC01602,lacYA,lacA;lacY;
RDBECOLITUC01603,rfbACX,rfbX;rfbC;rfbA;
RDBECOLITUC01604,rrlH-rrfH,rrfH;rrlH;
RDBECOLITUC01605,rfaZ-waaU,waaU;waaZ;
RDBECOLITUC01606,selD-topB,topB;selD;
RDBECOLITUC01607,rrlB-rrfB,rrfB;rrlB;
RDBECOLITUC01608,caiCDE,caiE;caiD;caiC;
RDBECOLITUC01609,rrlE-rrfE,rrfE;rrlE;
RDBECOLITUC01610,nuoMN,nuoN;nuoM;
RDBECOLITUC01611,mreCD,mreD;mreC;
RDBECOLITUC01612,rrlA-rrfA,rrfA;rrlA;
RDBECOLITUC01613,ykfGH-yafW-ykfI,ykfI;yafW;ykfH;ykfG;
RDBECOLITUC01614,glcBA,glcA;glcB;
RDBECOLITUC01615,deoABD,deoD;deoB;deoA;
RDBECOLITUC01616,menD-yfbB-menBCE,menE;menC;menB;menH;menD;
RDBECOLITUC01617,rutR,rutR;
RDBECOLITUC01618,safA-ydeO,ydeO;safA;
RDBECOLITUC01619,yaiA-aroM,aroM;yaiA;
RDBECOLITUC01620,alsBACE,alsE;alsC;alsA;alsB;
RDBECOLITUC01621,hfq-hflXKC,hflC;hflK;hflX;hfq;
RDBECOLITUC01622,tyrV-tpr,tpr;tyrV;
RDBECOLITUC01623,pspBCDE,pspE;pspD;pspC;pspB;
RDBECOLITUC01624,tdcBCDEFG,tdcG;tdcF;tdcE;tdcD;tdcC;tdcB;
RDBECOLITUC01625,phnLMNOP,phnP;phnO;phnN;phnM;phnL;
RDBECOLITUC01626,glnW-metU-glnVX,glnX;glnV;metU;glnW;
RDBECOLITUC01627,yibA,yibA;
RDBECOLITUC01628,casDE-ygbTF,cas2;cas1;casE;casD;
RDBECOLITUC01629,osmF-yehYXW,yehW;yehX;yehY;osmF;
RDBECOLITUC01630,mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;mutL;
RDBECOLITUC01631,mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;mutL;
RDBECOLITUC01632,miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;
RDBECOLITUC01633,miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;
RDBECOLITUC01634,hfq-hflXKC,hflC;hflK;hflX;hfq;
RDBECOLITUC01635,hfq-hflXKC,hflC;hflK;hflX;hfq;
RDBECOLITUC01636,yjjQ-bglJ,bglJ;yjjQ;
RDBECOLITUC01637,secG-leuU,leuU;secG;
RDBECOLITUC01638,secG-leuU,leuU;secG;
RDBECOLITUC01639,cspE,cspE;
RDBECOLITUC01640,lpxC,lpxC;
RDBECOLITUC01641,acnB,acnB;
RDBECOLITUC01642,uppS-cdsA,cdsA;ispU;
RDBECOLITUC01643,yafZ,yafZ;
RDBECOLITUC01644,ecpBCDE,ecpE;ecpD;ecpC;ecpB;
RDBECOLITUC01645,ampH,ampH;
RDBECOLITUC01646,iraP,iraP;
RDBECOLITUC01647,tig,tig;
RDBECOLITUC01648,acrB,acrB;
RDBECOLITUC01649,ybbY-glxK,glxK;ybbY;
RDBECOLITUC01650,entH,entH;
RDBECOLITUC01651,ltaE-ybjT,ybjT;ltaE;
RDBECOLITUC01652,clsC,clsC;
RDBECOLITUC01653,dctA,dctA;
RDBECOLITUC01654,bssS,bssS;
RDBECOLITUC01655,rne,rne;
RDBECOLITUC01656,acnA,acnA;
RDBECOLITUC01657,trg,trg;
RDBECOLITUC01658,tyrS-pdxY,pdxY;tyrS;
RDBECOLITUC01659,pykF,pykF;
RDBECOLITUC01660,pykF,pykF;
RDBECOLITUC01661,yeaGH,yeaH;yeaG;
RDBECOLITUC01662,pykA,pykA;
RDBECOLITUC01663,aspS,aspS;
RDBECOLITUC01664,flu,flu;
RDBECOLITUC01665,flu,flu;
RDBECOLITUC01666,sbmC,sbmC;
RDBECOLITUC01667,gatZABCD,gatA;gatB;gatC;gatD;gatZ;
RDBECOLITUC01668,glk,glk;
RDBECOLITUC01669,cysK,cysK;
RDBECOLITUC01670,ucpA,ucpA;
RDBECOLITUC01671,talA,talA;
RDBECOLITUC01672,bepA-yfgD,yfgD;bepA;
