1)tuId,2)tuName,5)tuGenes
RDBECOLITUC02211,sixA,sixA;
RDBECOLITUC02212,mlc-ynfK,bidA;mlc;
RDBECOLITUC02213,arrS,arrS;
RDBECOLITUC02214,cbpA-cbpM,cbpM;cbpA;
RDBECOLITUC02215,dnaN-recF,recF;dnaN;
RDBECOLITUC02216,csiE,csiE;
RDBECOLITUC02217,rrsG-gltW-rrlG-rrfG,rrfG;rrlG;gltW;rrsG;
RDBECOLITUC02218,xerD-dsbC-recJ,recJ;dsbC;xerD;
RDBECOLITUC02219,dps,dps;
RDBECOLITUC02220,csgDEFG,csgG;csgF;csgE;csgD;
RDBECOLITUC02221,rhaSR,rhaS;rhaR;
RDBECOLITUC02222,tpiA,tpiA;
RDBECOLITUC02223,pstCAB-phoU,phoU;pstB;pstA;pstC;
RDBECOLITUC02224,poxB,poxB;
RDBECOLITUC02225,gyrB,gyrB;
RDBECOLITUC02226,proVWX,proX;proW;proV;
RDBECOLITUC02227,gor,gor;
RDBECOLITUC02228,rrsC-gltU-rrlC-rrfC,rrfC;rrlC;gltU;rrsC;
RDBECOLITUC02229,glnS,glnS;
RDBECOLITUC02230,murQP,murP;murQ;
RDBECOLITUC02231,clpB,clpB;
RDBECOLITUC02232,mpl,mpl;
RDBECOLITUC02233,pstSCA,pstA;pstC;pstS;
RDBECOLITUC02234,pstS,pstS;
RDBECOLITUC02235,pstSCAB-phoU,phoU;pstB;pstA;pstC;pstS;
RDBECOLITUC02236,dinB-yafNOP,yafP;yafO;yafN;dinB;
RDBECOLITUC02237,rpoH,rpoH;
RDBECOLITUC02238,iraD,idlP;iraD;
RDBECOLITUC02239,gntR,gntR;
RDBECOLITUC02240,pykA,pykA;
RDBECOLITUC02241,csrA,csrA;
RDBECOLITUC02242,pdhR-aceEF-lpdA,pdhR;aceE;aceF;lpd;
RDBECOLITUC02243,topA,topA;
RDBECOLITUC02244,csgBAC,csgC;csgB;csgA;
RDBECOLITUC02245,frdABCD,frdD;frdC;frdB;frdA;
RDBECOLITUC02246,xapAB,xapB;xapA;
RDBECOLITUC02247,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD;
RDBECOLITUC02248,yceJI,yceJ;yceI;
RDBECOLITUC02249,ompF,ompF;
RDBECOLITUC02250,gntR,gntR;
RDBECOLITUC02251,osmB,osmB;
RDBECOLITUC02252,gadBC,gadC;gadB;
RDBECOLITUC02253,ptsHI-crr,ptsH;ptsI;crr;
RDBECOLITUC02254,gpmA,gpmA;
RDBECOLITUC02255,osmY,osmY;
RDBECOLITUC02256,ilvY,ilvY;
RDBECOLITUC02257,pfkA,pfkA;
RDBECOLITUC02258,pstB-phoU,phoU;pstB;
RDBECOLITUC02259,gabDTP,gabP;gabT;gabD;
RDBECOLITUC02260,pfkA,pfkA;
RDBECOLITUC02261,gntR,gntR;
RDBECOLITUC02262,hepA,rapA;
RDBECOLITUC02263,acs-yjcHG,actP;yjcH;acs;
RDBECOLITUC02264,hdeAB-yhiD,yhiD;hdeB;hdeA;
RDBECOLITUC02265,alkA,alkA;
RDBECOLITUC02266,pykF,pykF;
RDBECOLITUC02267,pcnB-folK,folK;pcnB;
RDBECOLITUC02268,ynfEFGH-dmsD,dmsD;ynfH;ynfG;ynfF;ynfE;
RDBECOLITUC02269,eptB,eptB;
RDBECOLITUC02270,ada-alkB,alkB;ada;
RDBECOLITUC02271,mlrA,mlrA;
RDBECOLITUC02272,glk,glk;
RDBECOLITUC02273,cfa,cfa;
RDBECOLITUC02274,gpmA,gpmA;
RDBECOLITUC02275,sohB,sohB;
RDBECOLITUC02276,aceEF,aceF;aceE;
RDBECOLITUC02277,can,can;
RDBECOLITUC02278,mglBAC,mglC;mglA;mglB;
RDBECOLITUC02279,csgDEFG,csgG;csgF;csgE;csgD;
RDBECOLITUC02280,patA,patA;
RDBECOLITUC02281,pqiABC,pqiC;pqiB;pqiA;
RDBECOLITUC02282,recAX,recX;recA;
RDBECOLITUC02283,pgi,pgi;
RDBECOLITUC02284,lapAB,lapB;lapA;
RDBECOLITUC02285,yciSM-pyrF-yciH,yciH;pyrF;lapB;lapA;
RDBECOLITUC02286,gapA,gapA;
RDBECOLITUC02287,mnt-btuF-yadS,mtn;btuF;yadS;
RDBECOLITUC02288,appCBA-yccB,appX;appC;appB;appA;
RDBECOLITUC02289,oxyR,oxyR;
RDBECOLITUC02290,dnaN-recF,recF;dnaN;
RDBECOLITUC02291,gadAX,gadX;gadA;
RDBECOLITUC02292,rrsH-ileV-alaV-rrlH-rrfH,rrfH;rrlH;alaV;ileV;rrsH;
RDBECOLITUC02293,eno,eno;
RDBECOLITUC02294,ftsQAZ,ftsQ;ftsA;ftsZ;
RDBECOLITUC02295,ybeD-lipB,lipB;ybeD;
RDBECOLITUC02296,epd-pgk-fbaA,fbaA;pgk;epd;
RDBECOLITUC02297,epd-pgk,pgk;epd;
RDBECOLITUC02298,rrsB-gltT-rrlB-rrfB,rrfB;rrlB;gltT;rrsB;
RDBECOLITUC02299,asr,asr;
RDBECOLITUC02300,rrsE-gltV-rrlE-rrfE,rrfE;rrlE;gltV;rrsE;
RDBECOLITUC02301,rpoE-rseABC,rseC;rseB;rseA;rpoE;
RDBECOLITUC02302,hdeD,hdeD;
RDBECOLITUC02303,ihfB,ihfB;
RDBECOLITUC02304,cpxRA,cpxA;cpxR;
RDBECOLITUC02305,rseD-rpoE-rseABC,rseD;rseC;rseB;rseA;rpoE;
RDBECOLITUC02306,osmE,osmE;
RDBECOLITUC02307,bolA,bolA;
RDBECOLITUC02308,lon,lon;
RDBECOLITUC02309,C0293,C0293;
RDBECOLITUC02310,hemF,hemF;
RDBECOLITUC02311,hemF,hemF;
RDBECOLITUC02312,tnaAB,tnaB;tnaA;
RDBECOLITUC02313,galETKM,galM;galK;galT;galE;
RDBECOLITUC02314,dcuB-fumB,fumB;dcuB;
RDBECOLITUC02315,znuCB,znuB;znuC;
RDBECOLITUC02316,zntA,zntA;
RDBECOLITUC02317,nfsB,nfsB;
RDBECOLITUC02318,znuA,znuA;
RDBECOLITUC02319,idnK,idnK;
RDBECOLITUC02320,idnDOTR,idnR;idnT;idnO;idnD;
RDBECOLITUC02321,lacZYA,lacA;lacY;lacZ;
RDBECOLITUC02322,lacZYA,lacA;lacY;lacZ;
RDBECOLITUC02323,lacZYA,lacA;lacY;lacZ;
RDBECOLITUC02324,ompA,ompA;
RDBECOLITUC02325,csrB,csrB;
RDBECOLITUC02326,crr,crr;
RDBECOLITUC02327,nrdDG,nrdG;nrdD;
RDBECOLITUC02328,crr,crr;
RDBECOLITUC02329,bglGFB,bglB;bglF;bglG;
RDBECOLITUC02330,csrC,csrC;
RDBECOLITUC02331,gabDTP,gabP;gabT;gabD;
RDBECOLITUC02332,gntRKU,gntU;gntK;gntR;
RDBECOLITUC02333,gadEF,gadF;gadE;
RDBECOLITUC02334,hdeD,hdeD;
RDBECOLITUC02335,gapA-yeaD,yeaD;gapA;
RDBECOLITUC02336,gapA,gapA;
RDBECOLITUC02337,gapA,gapA;
RDBECOLITUC02338,gapA,gapA;
RDBECOLITUC02339,idnR,idnR;
RDBECOLITUC02340,gntT,gntT;
RDBECOLITUC02341,gntT,gntT;
RDBECOLITUC02342,asnB,asnB;
RDBECOLITUC02343,lon,lon;
RDBECOLITUC02344,gntP,gntP;
RDBECOLITUC02345,gntXY,nfuA;yhgH;
RDBECOLITUC02346,yggN,yggN;
RDBECOLITUC02347,ibpB,ibpB;
RDBECOLITUC02348,groSL,groL;groS;
RDBECOLITUC02349,uxaCA,uxaA;uxaC;
RDBECOLITUC02350,uxuR,uxuR;
RDBECOLITUC02351,metA,metA;
RDBECOLITUC02352,yjaB,yjaB;
RDBECOLITUC02353,uidABC,uidC;uidB;uidA;
RDBECOLITUC02354,uidR,uidR;
RDBECOLITUC02355,gnd-gndA,gndA;gnd;
RDBECOLITUC02356,fusA-tufA,tufA;fusA;
RDBECOLITUC02357,ulaABCDEF,ulaF;ulaE;ulaD;ulaC;ulaB;ulaA;
RDBECOLITUC02358,ulaG,ulaG;
RDBECOLITUC02359,pdxB-usg-truA-dedA,dedA;truA;usg;pdxB;
RDBECOLITUC02360,usg-truA-dedA,dedA;truA;usg;
RDBECOLITUC02361,flk,flk;
RDBECOLITUC02362,rsmA-apaGH,apaH;apaG;rsmA;
RDBECOLITUC02363,pdxA-rsmA-apaGH,apaH;apaG;rsmA;pdxA;
RDBECOLITUC02364,apaGH,apaH;apaG;
RDBECOLITUC02365,pdxA-rsmA,rsmA;pdxA;
RDBECOLITUC02366,ccmABCDEFGH,ccmH;ccmG;ccmF;ccmE;ccmD;ccmC;ccmB;ccmA;
RDBECOLITUC02367,fadIJ,fadJ;fadI;
RDBECOLITUC02368,ydiQRST-fadK,fadK;ydiT;ydiS;ydiR;ydiQ;
RDBECOLITUC02369,osmF-yehYXW,yehW;yehX;yehY;osmF;
RDBECOLITUC02370,malZ,malZ;
RDBECOLITUC02371,aes,aes;
RDBECOLITUC02372,ynfEFGH-dmsD,dmsD;ynfH;ynfG;ynfF;ynfE;
RDBECOLITUC02373,argG,argG;
RDBECOLITUC02374,yicR-rpmBG-mutM,mutM;rpmG;rpmB;yicR;
RDBECOLITUC02375,mutM,mutM;
RDBECOLITUC02376,rpmBG-mutM,mutM;rpmG;rpmB;
RDBECOLITUC02377,mutY-yggX-mltC-nupG,nupG;mltC;yggX;mutY;
RDBECOLITUC02378,mutY-yggX-mltC-nupG,nupG;mltC;yggX;mutY;
RDBECOLITUC02379,yggX-mltC-nupG,nupG;mltC;yggX;
RDBECOLITUC02380,mutY-yggX,yggX;mutY;
RDBECOLITUC02381,mutY-yggX-mltC,mltC;yggX;mutY;
RDBECOLITUC02382,yggX,yggX;
RDBECOLITUC02383,yggX-mltC,mltC;yggX;
RDBECOLITUC02384,yicR-rpmBG,rpmG;rpmB;yicR;
RDBECOLITUC02385,arcB,arcB;
RDBECOLITUC02386,mcrBC,mcrC;mcrB;
RDBECOLITUC02387,gadEF-mdtEF,gadF;mdtF;mdtE;gadE;
RDBECOLITUC02388,pspG,pspH;pspG;
RDBECOLITUC02389,gadY,gadY;
RDBECOLITUC02390,mutY-yggX,yggX;mutY;
RDBECOLITUC02391,mutY-yggX-mltC,mltC;yggX;mutY;
RDBECOLITUC02392,menBCE,menE;menC;menB;
RDBECOLITUC02393,ubiEJB,ubiB;ubiJ;ubiE;
RDBECOLITUC02394,glnAZ,glnZ;glnA;
RDBECOLITUC02395,glnAZ,glnZ;glnA;
RDBECOLITUC02396,cytR,cytR;
RDBECOLITUC02397,serC,serC;
RDBECOLITUC02398,ugpBAECQ,ugpQ;ugpC;ugpE;ugpA;ugpB;
RDBECOLITUC02399,ugpBAECQ,ugpQ;ugpC;ugpE;ugpA;ugpB;
RDBECOLITUC02400,plsX-fabHDG,fabG;fabD;fabH;plsX;
RDBECOLITUC02401,yidQ,yidQ;
RDBECOLITUC02402,aspA-dcuA,dcuA;aspA;
RDBECOLITUC02403,entS,entS;
RDBECOLITUC02404,entS,entS;
RDBECOLITUC02405,gcvB,gcvB;
RDBECOLITUC02406,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,pnp;rpsO;truB;rbfA;infB;nusA;rimP;metY;
RDBECOLITUC02407,tisB,tisB;
RDBECOLITUC02408,btuB-murI,murI;btuB;
RDBECOLITUC02409,dinG-ybiB,ybiB;dinG;
RDBECOLITUC02410,dolP,dolP;
RDBECOLITUC02411,ytfJ,ytfJ;
RDBECOLITUC02412,ybhK,ybhK;
RDBECOLITUC02413,folA,folA;
RDBECOLITUC02414,dapB,dapB;
RDBECOLITUC02415,lysP,lysP;
RDBECOLITUC02416,valS,valS;
RDBECOLITUC02417,pyrF-yciH,yciH;pyrF;
RDBECOLITUC02418,pfkB,pfkB;
RDBECOLITUC02419,gltX,gltX;
RDBECOLITUC02420,amn,amn;
RDBECOLITUC02421,rimL,rimL;
RDBECOLITUC02422,manA,manA;
RDBECOLITUC02423,pyrG-eno,eno;pyrG;
RDBECOLITUC02424,alaS,alaS;
RDBECOLITUC02425,pepD,pepD;
RDBECOLITUC02426,dapD,dapD;
RDBECOLITUC02427,pgi,pgi;
RDBECOLITUC02428,adk,adk;
RDBECOLITUC02429,aspC,aspC;
RDBECOLITUC02430,bcp,bcp;
RDBECOLITUC02431,blc,blc;
RDBECOLITUC02432,cdh,cdh;
RDBECOLITUC02433,cspD,cspD;
RDBECOLITUC02434,cysE,cysE;
RDBECOLITUC02435,gcvR,gcvR;
RDBECOLITUC02436,glnS,glnS;
RDBECOLITUC02437,hemN,hemN;
RDBECOLITUC02438,hisS,hisS;
RDBECOLITUC02439,katE,katE;
RDBECOLITUC02440,lacI,lacI;
RDBECOLITUC02441,lpp,lpp;
RDBECOLITUC02442,ppc,ppc;
RDBECOLITUC02443,rep,rep;
RDBECOLITUC02444,rplKAJL-rpoBC,rpoC;rpoB;rplL;rplJ;rplA;rplK;
RDBECOLITUC02445,sbcB,sbcB;
RDBECOLITUC02446,serB-radA,radA;serB;
RDBECOLITUC02447,ung,ung;
RDBECOLITUC02448,gltX,gltX;
RDBECOLITUC02449,gltX,gltX;
RDBECOLITUC02450,lysC,lysC;
RDBECOLITUC02451,lysC,lysC;
RDBECOLITUC02452,pabA,pabA;
RDBECOLITUC02453,pepD,pepD;
RDBECOLITUC02454,pyrG-eno,eno;pyrG;
RDBECOLITUC02455,uvrC,uvrC;
RDBECOLITUC02456,proS,proS;
RDBECOLITUC02457,ssb,ssb;
RDBECOLITUC02458,ssb,ssb;
RDBECOLITUC02459,ansB,ansB;
RDBECOLITUC02460,kbaZ-agaVWA,agaA;agaW;agaV;kbaZ;
RDBECOLITUC02461,agaR,agaR;
RDBECOLITUC02462,agaSYBCDI,agaI;agaD;agaC;agaB;kbaY;agaS;
RDBECOLITUC02463,ppiD,ppiD;
RDBECOLITUC02464,ppiD,ppiD;
RDBECOLITUC02465,tesA-ybbO,ybbO;tesA;
RDBECOLITUC02466,speB,speB;
RDBECOLITUC02467,pheMST-ihfA,ihfA;pheM;pheT;pheS;
RDBECOLITUC02468,ssuEADCB,ssuB;ssuC;ssuD;ssuA;ssuE;
RDBECOLITUC02469,ytjB-lplA,lplA;ytjB;
RDBECOLITUC02470,tyrP,tyrP;
RDBECOLITUC02471,aceEF,aceF;aceE;
RDBECOLITUC02472,atpBEFHAGDC,atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;
RDBECOLITUC02473,atpBEFHAGDC,atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;
RDBECOLITUC02474,deoBD,deoD;deoB;
RDBECOLITUC02475,dnaQ,dnaQ;
RDBECOLITUC02476,dnaQ,dnaQ;
RDBECOLITUC02477,glnHPQ,glnQ;glnP;glnH;
RDBECOLITUC02478,hisBHAFI,hisI;hisF;hisA;hisH;hisB;
RDBECOLITUC02479,ilvA,ilvA;
RDBECOLITUC02480,umpH,umpH;
RDBECOLITUC02481,pheLA,pheA;pheL;
RDBECOLITUC02482,pnp,pnp;
RDBECOLITUC02483,rplT,rplT;
RDBECOLITUC02484,rpsO-pnp,pnp;rpsO;
RDBECOLITUC02485,ruvAB,ruvB;ruvA;
RDBECOLITUC02486,ptrA,ptrA;
RDBECOLITUC02487,rnhA,rnhA;
RDBECOLITUC02488,uvrYC,uvrC;uvrY;
RDBECOLITUC02489,valS,valS;
RDBECOLITUC02490,sdhDAB,sdhB;sdhA;sdhD;
RDBECOLITUC02491,cstA,cstA;
RDBECOLITUC02492,cstA,cstA;
RDBECOLITUC02493,cstA,cstA;
RDBECOLITUC02494,nanCM,nanM;nanC;
RDBECOLITUC02495,ilvIH,ilvH;ilvI;
RDBECOLITUC02496,ilvIH,ilvH;ilvI;
RDBECOLITUC02497,ilvIH,ilvH;ilvI;
RDBECOLITUC02498,carB,carB;
RDBECOLITUC02499,yhfG-fic-pabA,pabA;fic;yhfG;
RDBECOLITUC02500,argE,argE;
RDBECOLITUC02501,talA-tktB,tktB;talA;
RDBECOLITUC02502,rhoL-rho,rhoL;rho;
RDBECOLITUC02503,lepAB,lepA;lepB;
RDBECOLITUC02504,cspI,cspI;
RDBECOLITUC02505,cspB,cspB;
RDBECOLITUC02506,cspG,cspG;
RDBECOLITUC02507,cysG,cysG;
RDBECOLITUC02508,gcd,gcd;
RDBECOLITUC02509,rpoBC,rpoC;rpoB;
RDBECOLITUC02510,hcp-hcr,hcr;hcp;
RDBECOLITUC02511,srlR,srlR;
RDBECOLITUC02512,uvrD,uvrD;
RDBECOLITUC02513,uvrB,uvrB;
RDBECOLITUC02514,yzfA,yzfA;
RDBECOLITUC02515,galP,galP;
RDBECOLITUC02516,bdm-sra,sra;bdm;
RDBECOLITUC02517,rirA-rfaQGPSBIJYZ-waaU,rirA;waaU;waaZ;waaY;waaJ;waaO;waaB;waaS;waaP;waaG;waaQ;
RDBECOLITUC02518,rfaQGPSBIJYZ-waaU,waaU;waaZ;waaY;waaJ;waaO;waaB;waaS;waaP;waaG;waaQ;
RDBECOLITUC02519,waaA,waaA;
RDBECOLITUC02520,waaA,waaA;
RDBECOLITUC02521,istR-2,istR;
RDBECOLITUC02522,istR-1,istR;
RDBECOLITUC02523,hcaR-iroK,iroK;hcaR;
RDBECOLITUC02524,hcaEFCBD,hcaD;hcaB;hcaC;hcaF;hcaE;
RDBECOLITUC02525,prpR,prpR;
RDBECOLITUC02526,moaBCDE,moaE;moaD;moaC;moaB;
RDBECOLITUC02527,yrdD-rimN-aroE-yrdB,yrdB;aroE;tsaC;yrdD;
RDBECOLITUC02528,smf,smf;
RDBECOLITUC02529,kdgK,kdgK;
RDBECOLITUC02530,mntH,mntH;
RDBECOLITUC02531,rpiA,rpiA;
RDBECOLITUC02532,tktB,tktB;
RDBECOLITUC02533,ves,ves;
RDBECOLITUC02534,agp,agp;
RDBECOLITUC02535,glk,glk;
RDBECOLITUC02536,galU,galU;
RDBECOLITUC02537,amyA,amyA;
RDBECOLITUC02538,bglX,bglX;
RDBECOLITUC02539,sthA,sthA;
RDBECOLITUC02540,evgLAS,evgL;evgS;evgA;
RDBECOLITUC02541,evgLAS,evgL;evgS;evgA;
RDBECOLITUC02542,polB,polB;
RDBECOLITUC02543,allA,allA;
RDBECOLITUC02544,allS,allS;
RDBECOLITUC02545,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,glxK;ybbY;allB;allW;glxR;hyi;gcl;
RDBECOLITUC02546,allDC-ylbA,allE;allC;allD;
RDBECOLITUC02547,yhhY,yhhY;
RDBECOLITUC02548,nohA-stfQ-tfaQ,tfaQ;stfQ;nohA;
RDBECOLITUC02549,fhuF,fhuF;
RDBECOLITUC02550,otsBA,otsB;otsA;
RDBECOLITUC02551,ydeP,ydeP;
RDBECOLITUC02552,ydeO,ydeO;
RDBECOLITUC02553,yegRZ,yegZ;yegR;
RDBECOLITUC02554,frc,frc;
RDBECOLITUC02555,yfdX,yfdE;yfdV;oxc;frc;yfdX;
RDBECOLITUC02556,yrbL,yrbL;
RDBECOLITUC02557,borD,borD;
RDBECOLITUC02558,rstAB,rstB;rstA;
RDBECOLITUC02559,slyB,slyB;
RDBECOLITUC02560,slyB,slyB;
RDBECOLITUC02561,rob,rob;
RDBECOLITUC02562,nagA,nagA;
RDBECOLITUC02563,hemL,hemL;
RDBECOLITUC02564,pagP,pagP;
RDBECOLITUC02565,ybjG,ybjG;
RDBECOLITUC02566,ompT,ompT;
RDBECOLITUC02567,rpsT,rpsT;
RDBECOLITUC02568,rpsT,rpsT;
RDBECOLITUC02569,lsrACDBFG-tam,tam;lsrG;lsrF;lsrB;lsrD;lsrC;lsrA;
RDBECOLITUC02570,mdtABCD-baeSR,baeR;baeS;mdtD;mdtC;mdtB;mdtA;
RDBECOLITUC02571,mglAC,mglC;mglA;
RDBECOLITUC02572,dhaR,dhaR;
RDBECOLITUC02573,dhaKLM,dhaM;dhaL;dhaK;
RDBECOLITUC02574,tsr,tsr;
RDBECOLITUC02575,glnQ,glnQ;
RDBECOLITUC02576,acrD,acrD;
RDBECOLITUC02577,gatR_2,gatR;
RDBECOLITUC02578,tpiA,tpiA;
RDBECOLITUC02579,pgk-fbaA,fbaA;pgk;
RDBECOLITUC02580,epd-pgk-fbaA,fbaA;pgk;epd;
RDBECOLITUC02581,pgk,pgk;
RDBECOLITUC02582,aspS,aspS;
RDBECOLITUC02583,pgl,pgl;
RDBECOLITUC02584,talB,talB;
RDBECOLITUC02585,talA-tktB,tktB;talA;
RDBECOLITUC02586,yiaG,yiaG;
RDBECOLITUC02587,ytfK,ytfK;
RDBECOLITUC02588,ansP,ansP;
RDBECOLITUC02589,ansP,ansP;
RDBECOLITUC02590,pheP,pheP;
RDBECOLITUC02591,msyB,msyB;
RDBECOLITUC02592,artJ,artJ;
RDBECOLITUC02593,pfkB,pfkB;
RDBECOLITUC02594,gloA,gloA;
RDBECOLITUC02595,ybjP,ybjP;
RDBECOLITUC02596,yggE,yggE;
RDBECOLITUC02597,yggE,yggE;
RDBECOLITUC02598,metE,metE;
RDBECOLITUC02599,metR,metR;
RDBECOLITUC02600,metR,metR;
RDBECOLITUC02601,yebC-ruvC,ruvC;yebC;
RDBECOLITUC02602,ruvC,ruvC;
RDBECOLITUC02603,nudB-yebC-ruvC,ruvC;yebC;nudB;
RDBECOLITUC02604,yebB,yebB;
RDBECOLITUC02605,yebB,yebB;
RDBECOLITUC02606,ydjM,ydjM;
RDBECOLITUC02607,insK,insK;
RDBECOLITUC02608,dinQ,dinQ;
RDBECOLITUC02609,symE,symE;
RDBECOLITUC02610,ybfE,ybfE;
RDBECOLITUC02611,hokE,hokE;
RDBECOLITUC02612,cho,cho;
RDBECOLITUC02613,rimJ,rimJ;
RDBECOLITUC02614,ackA-pta,pta;ackA;
RDBECOLITUC02615,pta,pta;
RDBECOLITUC02616,dut-slmA,slmA;dut;
RDBECOLITUC02617,lolB-ispE-prs,prs;ispE;lolB;
RDBECOLITUC02618,narK,narS;narK;
RDBECOLITUC02619,acrR,acrR;
RDBECOLITUC02620,yoeA,yoeA;
RDBECOLITUC02621,nfeF,nfeF;
RDBECOLITUC02622,yegS,yegS;
RDBECOLITUC02623,zinT,zinT;
RDBECOLITUC02624,ydhB,punR;
RDBECOLITUC02625,ydhP,ydhP;
RDBECOLITUC02626,ldtB,ldtB;
RDBECOLITUC02627,mltF,mltF;
RDBECOLITUC02628,fbp,fbp;
RDBECOLITUC02629,barA,barA;
RDBECOLITUC02630,ygcG,ygcG;
RDBECOLITUC02631,queE,queE;
RDBECOLITUC02632,fliE,fliE;
RDBECOLITUC02633,rtcR,rtcR;
RDBECOLITUC02634,scpA-argK-scpBC,scpC;scpB;argK;scpA;
RDBECOLITUC02635,hypABCDE-fhlA,fhlA;hypE;hypD;hypC;hypB;hypA;
RDBECOLITUC02636,hypBCDE-fhlA,fhlA;hypE;hypD;hypC;hypB;
RDBECOLITUC02637,frlABCDR,frlR;frlD;frlC;frlB;frlA;
RDBECOLITUC02638,dcuSR,dcuR;dcuS;
RDBECOLITUC02639,macB,macB;
RDBECOLITUC02640,macB,macB;
RDBECOLITUC02641,bssS,bssS;
RDBECOLITUC02642,bssS,bssS;
RDBECOLITUC02643,ldhA,ldhA;
RDBECOLITUC02644,bcsBZ,bcsZ;bcsB;
RDBECOLITUC02645,mutM,mutM;
RDBECOLITUC02646,ybbN,cnoX;
RDBECOLITUC02647,gapC_1C_2,gapC;
RDBECOLITUC02648,treF,treF;
RDBECOLITUC02649,pcnB-folK,folK;pcnB;
RDBECOLITUC02650,pcnB-folK,folK;pcnB;
RDBECOLITUC02651,rssB,rssB;
RDBECOLITUC02652,bcsABZC,bcsC;bcsZ;bcsB;bcsA;
RDBECOLITUC02653,bcsQ,bcsQ;
RDBECOLITUC02654,rssAB,rssB;rssA;
RDBECOLITUC02655,cobUST,cobT;cobS;cobU;
RDBECOLITUC02656,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,dnaE;rnhB;lpxB;lpxA;fabZ;lpxD;skp;bamA;
RDBECOLITUC02657,ybfHG,ybfG;
RDBECOLITUC02658,lpp,lpp;
RDBECOLITUC02659,ybgIJKL-nei,nei;pxpA;pxpC;pxpB;ybgI;
RDBECOLITUC02660,ybgIJKL-nei,pxpA;nei;pxpC;pxpB;ybgI;
RDBECOLITUC02661,ydgK-rsxABCDGE-nth,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;ydgK;
RDBECOLITUC02662,rsxABCDGE-nth,nth;rsxE;rsxG;rsxD;rsxC;rsxB;rsxA;
RDBECOLITUC02663,rplL,rplL;
RDBECOLITUC02664,fbaB,fbaB;
RDBECOLITUC02665,pgaABCD,pgaD;pgaC;pgaB;pgaA;
RDBECOLITUC02666,argA,argA;
RDBECOLITUC02667,tppB,dtpA;
RDBECOLITUC02668,rpsO,rpsO;
RDBECOLITUC02669,yciZT,yciZ;yciT;
RDBECOLITUC02670,metY,metY;
RDBECOLITUC02671,cysS,cysS;
RDBECOLITUC02672,dosCP,dosP;dosC;
RDBECOLITUC02673,appY,appY;
RDBECOLITUC02674,erpA,erpA;
RDBECOLITUC02675,nfuA,nfuA;
RDBECOLITUC02676,ydiU,selO;
RDBECOLITUC02677,napFDAGHBC,napC;napB;napH;napG;napA;napD;napF;
RDBECOLITUC02678,oxyS,oxyS;
RDBECOLITUC02679,panD,panD;
RDBECOLITUC02680,pdxK,pdxK;
RDBECOLITUC02681,pepE,pepE;
RDBECOLITUC02682,pepN,pepN;
RDBECOLITUC02683,pepT,pepT;
RDBECOLITUC02684,pitA,pitA;
RDBECOLITUC02685,ppA,ppa;
RDBECOLITUC02686,proC,proC;
RDBECOLITUC02687,purT,purT;
RDBECOLITUC02688,rdgC,rdgC;
RDBECOLITUC02689,rdlA,rdlA;
RDBECOLITUC02690,rdlB,rdlB;
RDBECOLITUC02691,rdlC,rdlC;
RDBECOLITUC02692,rfaH,rfaH;
RDBECOLITUC02693,rhlE,rhlE;
RDBECOLITUC02694,rhtB,rhtB;
RDBECOLITUC02695,nsrR-rnr-rlmB-yjfI,yjfI;rlmB;rnr;nsrR;
RDBECOLITUC02696,ybiT,ybiT;
RDBECOLITUC02697,ribC,ribC;
RDBECOLITUC02698,rluF,rluF;
RDBECOLITUC02699,rpmE,rpmE;
RDBECOLITUC02700,ryeA,ryeA;
RDBECOLITUC02701,sieB,sieB;
RDBECOLITUC02702,tusA,tusA;
RDBECOLITUC02703,slyA,slyA;
RDBECOLITUC02704,slyX,slyX;
RDBECOLITUC02705,ybjX,ybjX;
RDBECOLITUC02706,sraA,sraA;
RDBECOLITUC02707,micA,micA;
RDBECOLITUC02708,sraG,sraG;
RDBECOLITUC02709,arcZ,arcZ;
RDBECOLITUC02710,glmZ,glmZ;
RDBECOLITUC02711,ryjA,ryjA;
RDBECOLITUC02712,srmB,srmB;
RDBECOLITUC02713,chiX,chiX;
RDBECOLITUC02714,ybaP,ybaP;
RDBECOLITUC02715,ybaQ,ybaQ;
RDBECOLITUC02716,sseA,sseA;
RDBECOLITUC02717,tdk,tdk;
RDBECOLITUC02718,tesB,tesB;
RDBECOLITUC02719,thiI,thiI;
RDBECOLITUC02720,torT,torT;
RDBECOLITUC02721,tqsA,tqsA;
RDBECOLITUC02722,ubiF,ubiF;
RDBECOLITUC02723,ushA,ushA;
RDBECOLITUC02724,uspC,uspC;
RDBECOLITUC02725,uspG,uspG;
RDBECOLITUC02726,mlaA,mlaA;
RDBECOLITUC02727,yaaI,yaaI;
RDBECOLITUC02728,yacH,yacH;
RDBECOLITUC02729,yadD,rpnC;
RDBECOLITUC02730,yafC,yafC;
RDBECOLITUC02731,yafF,yafF;
RDBECOLITUC02732,yafS,yafS;
